x_coord,y_coord,CanopyHeight
672520,260245,0.0654320987654321
672472,260239,0.158024691358025
672478,260239,0.0792592592592593
672508,260239,0.357283950617284
672628,260239,0.252345679012346
672640,260239,0.366172839506173
672466,260233,0.0195061728395062
672472,260233,0.0790123456790124
672526,260233,0.541481481481482
672532,260233,0.400740740740741
672634,260233,0.0612345679012346
672640,260233,0.0841975308641975
672346,260227,0.0209876543209877
672352,260227,0.0118518518518519
672370,260227,0.0360493827160494
672412,260227,0.014320987654321
672484,260227,0.171111111111111
672496,260227,0.52
672508,260227,0.615061728395062
672544,260227,0.0066666666666666
672358,260221,0.108395061728395
672484,260221,0.513333333333333
672490,260221,0.622716049382716
672406,260215,0.355061728395062
672472,260215,0.113086419753086
672508,260215,0.624197530864198
671740,260209,0.0824691358024691
671752,260209,0.0434567901234568
671794,260209,0.0167901234567901
671818,260209,0.145679012345679
671932,260209,0.0103703703703704
672184,260209,0.511111111111111
672214,260209,0.0790123456790123
672358,260209,0.155308641975309
672364,260209,0.0459259259259259
672388,260209,0.511604938271605
672406,260209,0.576296296296296
672502,260209,0.707160493827161
672514,260209,0.602716049382716
672526,260209,0.471358024691358
672622,260209,0.0049382716049382
671704,260203,0.107901234567901
671824,260203,0.387407407407407
671878,260203,0.0898765432098765
671890,260203,0.199506172839506
671896,260203,0.18641975308642
671938,260203,0.315308641975309
671944,260203,0.280246913580247
672220,260203,0.0437037037037037
672352,260203,0.0288888888888889
672388,260203,0.498765432098765
672406,260203,0.672592592592593
672430,260203,0.240246913580247
672472,260203,0.142716049382716
672640,260203,0.0037037037037037
671644,260197,0.0380246913580247
671650,260197,0.0437037037037037
671656,260197,0.0753086419753087
671752,260197,0.653333333333333
671758,260197,0.62
671770,260197,0.632098765432099
671776,260197,0.658271604938272
671824,260197,0.566913580246914
671878,260197,0.312592592592593
671914,260197,0.575308641975309
671920,260197,0.662716049382716
671944,260197,0.474320987654321
671956,260197,0.317283950617284
672052,260197,0.0323456790123457
672154,260197,0.44
672172,260197,0.569135802469136
672328,260197,0.0234567901234568
672334,260197,0.057283950617284
672430,260197,0.344691358024691
672472,260197,0.483703703703704
672496,260197,0.681975308641975
672502,260197,0.657037037037037
672514,260197,0.615308641975309
672544,260197,0.0866666666666667
672556,260197,0.296049382716049
672622,260197,0.433086419753086
671626,260191,0.218024691358025
671638,260191,0.174074074074074
671698,260191,0.404197530864197
671836,260191,0.661728395061728
671896,260191,0.232592592592593
671902,260191,0.479259259259259
671938,260191,0.55679012345679
671962,260191,0.490123456790123
672010,260191,0.496296296296296
672076,260191,0.0372839506172839
672082,260191,0.0207407407407407
672142,260191,0.0204938271604938
672154,260191,0.38962962962963
672172,260191,0.538765432098765
672178,260191,0.584691358024691
672196,260191,0.131358024691358
672406,260191,0.679012345679012
672436,260191,0.51037037037037
672448,260191,0.0195061728395062
672514,260191,0.594814814814815
672520,260191,0.563456790123457
672556,260191,0.494320987654321
671182,260185,0.0024691358024691
671326,260185,0.223703703703704
671350,260185,0.260987654320988
671386,260185,0.0281481481481481
671398,260185,0.0291358024691358
671416,260185,0.0592592592592593
671446,260185,0.0762962962962963
671458,260185,0.141975308641975
671584,260185,0.138518518518519
671590,260185,0.18320987654321
671596,260185,0.0849382716049383
671632,260185,0.0202469135802469
671662,260185,0.439012345679012
671686,260185,0.379259259259259
671728,260185,0.559259259259259
671830,260185,0.634814814814815
671926,260185,0.581234567901235
672046,260185,0.389876543209877
672064,260185,0.454814814814815
672076,260185,0.328395061728395
672088,260185,0.0792592592592593
672166,260185,0.551851851851852
672190,260185,0.550123456790123
672388,260185,0.584938271604938
672466,260185,0.618518518518518
672490,260185,0.660493827160494
672526,260185,0.409876543209877
672538,260185,0.357037037037037
672634,260185,0.333333333333333
671242,260179,0.114320987654321
671260,260179,0.139259259259259
671302,260179,0.37358024691358
671314,260179,0.474567901234568
671392,260179,0.315308641975309
671416,260179,0.361728395061728
671452,260179,0.491851851851852
671464,260179,0.487901234567901
671512,260179,0.561234567901235
671530,260179,0.484444444444444
671548,260179,0.628395061728395
671584,260179,0.638518518518519
671668,260179,0.555308641975309
671722,260179,0.697283950617284
671794,260179,0.705185185185185
671800,260179,0.697283950617284
671830,260179,0.660987654320988
671854,260179,0.294074074074074
671866,260179,0.258765432098765
671914,260179,0.684938271604938
671926,260179,0.682716049382716
671950,260179,0.433827160493827
671956,260179,0.600246913580247
671962,260179,0.57358024691358
672004,260179,0.478518518518519
672010,260179,0.503456790123457
672052,260179,0.411111111111111
672058,260179,0.441234567901235
672208,260179,0.0091358024691358
672478,260179,0.671111111111111
672496,260179,0.63037037037037
672502,260179,0.658271604938272
672556,260179,0.440246913580247
672568,260179,0.369876543209877
672610,260179,0.243950617283951
672640,260179,0.0034567901234567
671122,260173,0.0051851851851851
671278,260173,0.598518518518519
671284,260173,0.674074074074074
671302,260173,0.753827160493827
671308,260173,0.739259259259259
671314,260173,0.727160493827161
671374,260173,0.658271604938272
671470,260173,0.426666666666667
671482,260173,0.505185185185185
671494,260173,0.701975308641975
671512,260173,0.689382716049383
671524,260173,0.682962962962963
671548,260173,0.661728395061729
671590,260173,0.65604938271605
671596,260173,0.671604938271605
671614,260173,0.587654320987654
671620,260173,0.42962962962963
671644,260173,0.244444444444444
671656,260173,0.583703703703704
671662,260173,0.504444444444444
671674,260173,0.468641975308642
671710,260173,0.262962962962963
671716,260173,0.259259259259259
671728,260173,0.539753086419753
671788,260173,0.616049382716049
671830,260173,0.63358024691358
671836,260173,0.660987654320988
671878,260173,0.195308641975309
671890,260173,0.0335802469135803
671908,260173,0.43679012345679
671932,260173,0.720493827160494
671968,260173,0.777037037037037
671986,260173,0.705432098765432
671998,260173,0.537777777777778
672010,260173,0.544444444444444
672028,260173,0.547654320987654
672082,260173,0.392345679012346
672100,260173,0.38962962962963
672370,260173,0.0212345679012346
672424,260173,0.725679012345679
672466,260173,0.605432098765432
672532,260173,0.112592592592593
672634,260173,0.0409876543209877
671056,260167,0.0493827160493827
671080,260167,0.0195061728395062
671110,260167,0.124197530864198
671236,260167,0.0716049382716049
671248,260167,0.388641975308642
671272,260167,0.680740740740741
671296,260167,0.74320987654321
671314,260167,0.718271604938272
671320,260167,0.602716049382716
671326,260167,0.444197530864198
671368,260167,0.407407407407407
671410,260167,0.399012345679012
671488,260167,0.757283950617284
671506,260167,0.590617283950617
671578,260167,0.648888888888889
671596,260167,0.740246913580247
671614,260167,0.547901234567901
671620,260167,0.452345679012346
671656,260167,0.769382716049383
671692,260167,0.341481481481481
671704,260167,0.101234567901235
671722,260167,0.429382716049383
671734,260167,0.547407407407407
671758,260167,0.594814814814815
671770,260167,0.569135802469136
671794,260167,0.691851851851852
671818,260167,0.614320987654321
672022,260167,0.68716049382716
672028,260167,0.623456790123457
672052,260167,0.507160493827161
672076,260167,0.417530864197531
672088,260167,0.428641975308642
672208,260167,0.0920987654320988
672232,260167,0.0362962962962963
672370,260167,0.118271604938272
672430,260167,0.719506172839506
672466,260167,0.641728395061729
672472,260167,0.684938271604938
672556,260167,0.0120987654320988
671056,260161,0.214814814814815
671110,260161,0.320493827160494
671188,260161,0.0074074074074074
671194,260161,0.0074074074074074
671368,260161,0.384938271604938
671386,260161,0.505679012345679
671410,260161,0.411358024691358
671422,260161,0.404444444444444
671440,260161,0.380987654320988
671464,260161,0.545432098765432
671500,260161,0.66
671638,260161,0.686172839506173
671644,260161,0.690864197530864
671668,260161,0.614567901234568
671680,260161,0.337037037037037
671704,260161,0.133086419753086
671782,260161,0.716543209876543
671806,260161,0.703950617283951
671836,260161,0.621728395061729
671848,260161,0.648148148148148
671860,260161,0.0019753086419753
671866,260161,0.0239506172839506
672052,260161,0.648395061728395
672076,260161,0.403950617283951
672172,260161,0.494320987654321
672208,260161,0.134320987654321
672238,260161,0.0533333333333333
672352,260161,0.443703703703704
672364,260161,0.434814814814815
672388,260161,0.566172839506173
672424,260161,0.726666666666667
672442,260161,0.758024691358025
672454,260161,0.768641975308642
672490,260161,0.627160493827161
671044,260155,0.0925925925925926
671236,260155,0.108395061728395
671260,260155,0.612098765432099
671302,260155,0.817777777777778
671308,260155,0.78320987654321
671374,260155,0.430864197530864
671404,260155,0.415308641975309
671416,260155,0.394567901234568
671524,260155,0.720740740740741
671560,260155,0.488641975308642
671566,260155,0.505925925925926
671596,260155,0.707160493827161
671608,260155,0.732592592592593
671692,260155,0.357777777777778
671734,260155,0.510617283950617
671782,260155,0.772839506172839
671830,260155,0.75358024691358
671860,260155,0.0274074074074074
671878,260155,0.67679012345679
671890,260155,0.618024691358025
671914,260155,0.652345679012346
671956,260155,0.647654320987654
671962,260155,0.719012345679012
672040,260155,0.74320987654321
672058,260155,0.512592592592593
672070,260155,0.364444444444444
672094,260155,0.438271604938272
672172,260155,0.487901234567901
672334,260155,0.452098765432099
672382,260155,0.686666666666667
672406,260155,0.696296296296296
672424,260155,0.737777777777778
672448,260155,0.777530864197531
672454,260155,0.741234567901235
670978,260149,0.0123456790123457
670984,260149,0.0735802469135803
671128,260149,0.0059259259259259
671242,260149,0.410864197530864
671266,260149,0.742222222222222
671284,260149,0.767160493827161
671320,260149,0.328888888888889
671344,260149,0.346666666666667
671392,260149,0.46641975308642
671398,260149,0.590864197530864
671452,260149,0.38716049382716
671470,260149,0.676543209876543
671476,260149,0.769876543209877
671482,260149,0.76
671488,260149,0.679506172839506
671536,260149,0.685185185185185
671548,260149,0.690864197530864
671554,260149,0.605432098765432
671560,260149,0.434567901234568
671578,260149,0.565432098765432
671596,260149,0.659753086419753
671650,260149,0.767407407407407
671716,260149,0.500987654320988
671734,260149,0.525432098765432
671800,260149,0.774320987654321
671812,260149,0.711851851851852
671848,260149,0.752098765432099
671860,260149,0.0533333333333333
671914,260149,0.680740740740741
671950,260149,0.459753086419753
671956,260149,0.748888888888889
672004,260149,0.723703703703704
672010,260149,0.693086419753086
672100,260149,0.130864197530864
672172,260149,0.468888888888889
672178,260149,0.521975308641975
672184,260149,0.570123456790123
672196,260149,0.581975308641975
672238,260149,0.0081481481481481
672244,260149,0.0874074074074074
672310,260149,0.54716049382716
672334,260149,0.620246913580247
672352,260149,0.741481481481482
672388,260149,0.785679012345679
672400,260149,0.712592592592593
672436,260149,0.740740740740741
672484,260149,0.524197530864198
670750,260143,0.285185185185185
670756,260143,0.320246913580247
670762,260143,0.240987654320988
670822,260143,0.0461728395061728
670840,260143,0.0679012345679012
671020,260143,0.0491358024691358
671230,260143,0.0106172839506173
671284,260143,0.721481481481482
671404,260143,0.659259259259259
671440,260143,0.380246913580247
671452,260143,0.521728395061728
671476,260143,0.680987654320988
671572,260143,0.618518518518519
671578,260143,0.620246913580247
671596,260143,0.669135802469136
671644,260143,0.758765432098765
671674,260143,0.772345679012346
671698,260143,0.288641975308642
671710,260143,0.537037037037037
671734,260143,0.569135802469136
671740,260143,0.583456790123457
671746,260143,0.495061728395062
671752,260143,0.521975308641975
671848,260143,0.754567901234568
671926,260143,0.697283950617284
672028,260143,0.284691358024691
672034,260143,0.223703703703704
672064,260143,0.215802469135803
672088,260143,0.360493827160494
672100,260143,0.0054320987654321
672208,260143,0.445432098765432
672244,260143,0.0955555555555556
672298,260143,0.526913580246914
672358,260143,0.736296296296296
670624,260137,0.0150617283950617
670690,260137,0.128148148148148
670720,260137,0.287407407407407
670738,260137,0.453333333333333
670744,260137,0.466172839506173
670798,260137,0.45037037037037
670816,260137,0.395802469135802
670822,260137,0.408888888888889
670900,260137,0.0434567901234568
670918,260137,0.0022222222222222
670936,260137,0.0202469135802469
671008,260137,0.34641975308642
671014,260137,0.335802469135802
671050,260137,0.364938271604938
671068,260137,0.400246913580247
671260,260137,0.677777777777778
671296,260137,0.689382716049383
671302,260137,0.51679012345679
671368,260137,0.639506172839506
671410,260137,0.70320987654321
671506,260137,0.587407407407407
671530,260137,0.356049382716049
671536,260137,0.665185185185185
671542,260137,0.744444444444445
671554,260137,0.770123456790124
671578,260137,0.671604938271605
671620,260137,0.336543209876543
671644,260137,0.739753086419753
671650,260137,0.591604938271605
671656,260137,0.637530864197531
671674,260137,0.795555555555556
671728,260137,0.512098765432099
671854,260137,0.689135802469136
671908,260137,0.715308641975309
671938,260137,0.641481481481482
672016,260137,0.462222222222222
672208,260137,0.492592592592593
672292,260137,0.415555555555556
672304,260137,0.549382716049383
672334,260137,0.651111111111111
672376,260137,0.759012345679012
672430,260137,0.660740740740741
672436,260137,0.742716049382716
672460,260137,0.734320987654321
672472,260137,0.605679012345679
672484,260137,0.54320987654321
672490,260137,0.542469135802469
672538,260137,0.204444444444444
670204,260131,0.15679012345679
670222,260131,0.243950617283951
670240,260131,0.138024691358025
670252,260131,0.0404938271604938
670270,260131,0.242962962962963
670396,260131,0.109382716049383
670408,260131,0.170617283950617
670432,260131,0.031358024691358
670486,260131,0.0118518518518519
670498,260131,0.0079012345679012
670516,260131,0.0182716049382716
670522,260131,0.0044444444444444
670570,260131,0.0355555555555556
670582,260131,0.159506172839506
670636,260131,0.233827160493827
670678,260131,0.419012345679012
670696,260131,0.40962962962963
670702,260131,0.442222222222222
670726,260131,0.433333333333333
670774,260131,0.483456790123457
670792,260131,0.462962962962963
670846,260131,0.526913580246914
670948,260131,0.245432098765432
670960,260131,0.203456790123457
670990,260131,0.332592592592593
671056,260131,0.53358024691358
671068,260131,0.476049382716049
671242,260131,0.337037037037037
671272,260131,0.630864197530864
671308,260131,0.364938271604938
671392,260131,0.361234567901235
671434,260131,0.638518518518519
