x_coord,y_coord,CanopyHeight
674914,260347,0.0046913580246913
674920,260347,0.0041975308641975
675016,260347,0.0046913580246913
675022,260347,0.0424691358024691
675028,260347,0.0666666666666667
675034,260347,0.0548148148148148
675040,260347,0.0061728395061728
675052,260347,0.0079012345679012
675058,260347,0.0039506172839506
674914,260341,0.0330864197530864
674920,260341,0.031358024691358
675016,260341,0.0293827160493827
675022,260341,0.110123456790123
675028,260341,0.137037037037037
675034,260341,0.0555555555555556
675040,260341,0.0165432098765432
675046,260341,0.0187654320987654
675052,260341,0.0617283950617284
675058,260341,0.0271604938271605
674914,260335,0.0044444444444444
674920,260335,0.0044444444444444
675016,260335,0.0276543209876543
675022,260335,0.0595061728395062
675028,260335,0.0165432098765432
675034,260335,0.057037037037037
675040,260335,0.0165432098765432
675046,260335,0.077037037037037
675052,260335,0.0375308641975309
675058,260335,0.0037037037037037
675010,260329,0.0037037037037037
675016,260329,0.0753086419753086
675022,260329,0.0960493827160494
675028,260329,0.0101234567901235
675034,260329,0.0066666666666666
675040,260329,0.0061728395061728
675046,260329,0.0698765432098765
675052,260329,0.0061728395061728
674878,260323,0.0019753086419753
674884,260323,0.0167901234567901
674890,260323,0.0064197530864197
675016,260323,0.0088888888888888
675022,260323,0.0101234567901235
675028,260323,0.0160493827160494
675034,260323,0.0237037037037037
675040,260323,0.0061728395061728
675046,260323,0.0069135802469135
674878,260317,0.0311111111111111
674884,260317,0.145679012345679
674890,260317,0.0891358024691358
674896,260317,0.0540740740740741
674902,260317,0.0044444444444444
674974,260317,0.0012345679012345
674980,260317,0.0024691358024691
675022,260317,0.0145679012345679
675028,260317,0.143456790123457
675034,260317,0.175061728395062
675040,260317,0.0409876543209877
675052,260317,0.0039506172839506
675058,260317,0.0079012345679012
674086,260311,0.0012345679012345
674092,260311,0.0237037037037037
674098,260311,0.0069135802469135
674104,260311,0.0096296296296296
674110,260311,0.0059259259259259
674878,260311,0.0202469135802469
674884,260311,0.103456790123457
674890,260311,0.114814814814815
674896,260311,0.13037037037037
674902,260311,0.0259259259259259
674908,260311,0.02
674914,260311,0.0162962962962963
674974,260311,0.0241975308641975
674980,260311,0.0483950617283951
675022,260311,0.0049382716049382
675028,260311,0.102716049382716
675034,260311,0.140493827160494
675040,260311,0.0214814814814815
675052,260311,0.0301234567901235
675058,260311,0.0617283950617284
674086,260305,0.0024691358024691
674092,260305,0.0274074074074074
674098,260305,0.0123456790123457
674104,260305,0.100987654320988
674110,260305,0.102716049382716
674116,260305,0.0103703703703704
